,ID,NrSiblings,MathScore,ReadingScore,WritingScore,LunchType,WklyStudyHours,ParentEduc,TestPrep,Gender,EthnicGroup,ParentMaritalStatus,PracticeSport,IsFirstChild,TransportMeans,MeanScore
23837,399,3.0,61,53,55,2,3.0,5.0,1.0,2,3.0,2.0,3.0,2.0,2.0,56.333333333333336
23838,401,7.0,89,73,70,2,3.0,5.0,1.0,2,1.0,2.0,3.0,2.0,2.0,77.33333333333333
23839,402,5.0,75,81,88,2,2.0,3.0,2.0,1,4.0,3.0,3.0,2.0,2.0,81.33333333333333
23840,403,7.0,47,45,48,1,1.0,3.0,1.0,2,3.0,1.0,2.0,2.0,1.0,46.666666666666664
23841,404,2.0,65,73,68,2,2.0,1.0,1.0,1,2.0,2.0,2.0,1.0,1.0,68.66666666666667
23842,405,3.0,91,84,79,2,2.0,4.0,1.0,2,3.0,1.0,2.0,2.0,2.0,84.66666666666667
23843,406,2.0,56,69,74,1,2.0,5.0,2.0,1,5.0,2.0,3.0,2.0,2.0,66.33333333333333
23844,407,3.0,87,79,81,2,1.0,2.0,1.0,2,4.0,2.0,3.0,1.0,2.0,82.33333333333333
23845,408,2.0,71,72,71,2,2.0,1.0,1.0,2,1.0,2.0,3.0,1.0,2.0,71.33333333333333
23846,409,4.0,88,89,88,1,3.0,6.0,1.0,1,4.0,3.0,2.0,2.0,1.0,88.33333333333333
23847,411,3.0,46,44,41,2,3.0,1.0,1.0,2,2.0,2.0,3.0,2.0,2.0,43.666666666666664
23848,413,3.0,79,85,93,2,2.0,3.0,2.0,1,5.0,2.0,3.0,2.0,1.0,85.66666666666667
23849,414,1.0,97,100,100,2,2.0,5.0,1.0,1,4.0,2.0,3.0,1.0,2.0,99.0
23850,415,2.0,45,43,40,1,2.0,3.0,1.0,2,3.0,2.0,3.0,1.0,2.0,42.666666666666664
23851,416,2.0,77,88,84,1,3.0,3.0,1.0,1,3.0,2.0,3.0,1.0,1.0,83.0
23852,418,2.0,71,67,61,2,2.0,2.0,1.0,2,2.0,3.0,1.0,2.0,1.0,66.33333333333333
23853,419,2.0,74,62,64,2,2.0,1.0,1.0,2,4.0,1.0,3.0,2.0,2.0,66.66666666666667
23854,420,1.0,47,57,54,1,1.0,5.0,1.0,1,2.0,1.0,3.0,2.0,1.0,52.666666666666664
23855,421,1.0,60,42,52,2,2.0,1.0,2.0,2,2.0,3.0,2.0,2.0,2.0,51.333333333333336
23856,422,1.0,50,64,66,2,2.0,2.0,2.0,1,3.0,2.0,3.0,2.0,2.0,60.0
23857,423,4.0,23,23,17,1,1.0,1.0,1.0,2,4.0,2.0,2.0,2.0,2.0,21.0
23858,424,4.0,50,57,59,1,2.0,3.0,2.0,2,4.0,3.0,2.0,1.0,1.0,55.333333333333336
23859,425,4.0,87,95,96,2,2.0,3.0,1.0,1,4.0,3.0,3.0,2.0,2.0,92.66666666666667
23860,426,1.0,89,100,97,2,2.0,5.0,1.0,1,5.0,1.0,3.0,2.0,1.0,95.33333333333333
23861,427,2.0,48,42,46,2,2.0,1.0,1.0,2,4.0,2.0,2.0,1.0,2.0,45.333333333333336
23862,428,2.0,97,86,79,2,3.0,3.0,1.0,2,3.0,2.0,3.0,1.0,2.0,87.33333333333333
23863,429,1.0,90,85,83,2,2.0,3.0,1.0,1,3.0,2.0,3.0,1.0,2.0,86.0
23864,430,0.0,74,63,57,1,2.0,6.0,1.0,2,5.0,2.0,2.0,2.0,2.0,64.66666666666667
23865,431,0.0,83,87,81,2,1.0,3.0,1.0,2,2.0,2.0,2.0,2.0,2.0,83.66666666666667
23866,432,2.0,79,70,69,2,2.0,2.0,1.0,2,4.0,4.0,2.0,2.0,1.0,72.66666666666667
23867,433,3.0,70,84,92,2,2.0,4.0,2.0,1,3.0,2.0,2.0,2.0,2.0,82.0
23868,434,3.0,88,80,78,2,2.0,3.0,1.0,2,3.0,2.0,3.0,1.0,2.0,82.0
23869,435,3.0,37,37,34,1,1.0,2.0,1.0,2,4.0,2.0,3.0,2.0,1.0,36.0
23870,436,4.0,82,66,63,2,2.0,3.0,1.0,2,3.0,3.0,3.0,2.0,2.0,70.33333333333333
23871,437,1.0,63,71,67,2,1.0,5.0,1.0,1,4.0,2.0,1.0,1.0,1.0,67.0
23872,438,1.0,59,68,77,2,2.0,5.0,1.0,1,3.0,2.0,3.0,1.0,2.0,68.0
23873,439,2.0,89,95,96,2,2.0,5.0,2.0,1,1.0,2.0,2.0,1.0,2.0,93.33333333333333
23874,441,2.0,43,51,50,1,1.0,1.0,1.0,1,2.0,1.0,3.0,2.0,2.0,48.0
23875,442,4.0,100,90,90,2,3.0,5.0,1.0,2,3.0,3.0,2.0,2.0,1.0,93.33333333333333
23876,443,5.0,53,57,46,1,2.0,1.0,1.0,2,3.0,2.0,3.0,2.0,1.0,52.0
23877,444,1.0,62,64,63,1,3.0,3.0,2.0,2,4.0,1.0,1.0,2.0,1.0,63.0
23878,445,2.0,61,66,70,1,3.0,2.0,2.0,2,3.0,3.0,2.0,2.0,1.0,65.66666666666667
23879,446,2.0,46,50,43,1,1.0,3.0,1.0,2,3.0,3.0,2.0,2.0,2.0,46.333333333333336
23880,447,1.0,75,67,66,2,2.0,2.0,2.0,2,5.0,3.0,3.0,1.0,1.0,69.33333333333333
23881,448,1.0,62,85,83,1,1.0,2.0,1.0,1,3.0,2.0,2.0,2.0,2.0,76.66666666666667
23882,450,3.0,59,63,63,1,3.0,1.0,2.0,2,4.0,3.0,2.0,1.0,2.0,61.666666666666664
23883,451,2.0,60,72,69,2,1.0,3.0,1.0,1,1.0,3.0,2.0,2.0,2.0,67.0
23884,452,2.0,53,48,52,1,1.0,3.0,1.0,2,3.0,2.0,2.0,1.0,2.0,51.0
23885,453,0.0,68,61,53,2,2.0,1.0,1.0,2,5.0,2.0,3.0,2.0,1.0,60.666666666666664
23886,454,3.0,70,82,84,1,2.0,3.0,2.0,1,3.0,3.0,1.0,1.0,2.0,78.66666666666667
23887,455,2.0,89,90,93,2,3.0,4.0,2.0,2,3.0,2.0,3.0,2.0,2.0,90.66666666666667
23888,456,1.0,70,62,69,2,2.0,3.0,1.0,1,3.0,1.0,2.0,2.0,2.0,67.0
23889,457,2.0,70,71,69,1,2.0,3.0,2.0,2,2.0,2.0,2.0,2.0,1.0,70.0
23890,458,2.0,74,66,67,2,2.0,3.0,1.0,2,4.0,3.0,3.0,1.0,2.0,69.0
23891,459,1.0,76,68,69,2,1.0,6.0,1.0,2,3.0,2.0,1.0,2.0,2.0,71.0
23892,460,2.0,63,58,58,2,2.0,3.0,2.0,2,2.0,2.0,3.0,1.0,2.0,59.666666666666664
23893,461,3.0,51,62,63,1,2.0,3.0,2.0,1,4.0,2.0,2.0,2.0,2.0,58.666666666666664
23894,462,1.0,69,69,60,2,2.0,3.0,1.0,2,5.0,2.0,3.0,1.0,2.0,66.0
23895,463,2.0,73,75,79,2,3.0,2.0,2.0,1,5.0,1.0,3.0,2.0,2.0,75.66666666666667
23896,464,2.0,72,81,84,2,2.0,2.0,1.0,1,3.0,3.0,3.0,2.0,2.0,79.0
23897,465,4.0,60,52,47,2,2.0,4.0,1.0,2,4.0,2.0,3.0,2.0,1.0,53.0
23898,466,2.0,78,84,88,2,2.0,6.0,1.0,1,5.0,2.0,2.0,2.0,2.0,83.33333333333333
23899,467,2.0,73,66,62,2,3.0,1.0,2.0,2,2.0,3.0,2.0,1.0,2.0,67.0
23900,468,2.0,94,72,79,2,2.0,6.0,1.0,2,5.0,3.0,3.0,1.0,2.0,81.66666666666667
23901,469,1.0,93,81,87,2,2.0,4.0,1.0,2,3.0,2.0,2.0,2.0,2.0,87.0
23902,470,1.0,65,64,62,1,3.0,5.0,2.0,2,2.0,1.0,2.0,1.0,1.0,63.666666666666664
23903,471,7.0,51,50,47,2,1.0,3.0,1.0,2,3.0,3.0,3.0,2.0,2.0,49.333333333333336
23904,472,1.0,54,56,57,2,2.0,2.0,1.0,1,4.0,2.0,1.0,1.0,2.0,55.666666666666664
23905,473,0.0,49,49,56,2,1.0,3.0,1.0,1,3.0,3.0,2.0,2.0,2.0,51.333333333333336
23906,474,2.0,76,72,62,2,2.0,2.0,1.0,2,3.0,1.0,3.0,1.0,2.0,70.0
23907,475,0.0,79,81,86,2,1.0,3.0,2.0,1,5.0,1.0,3.0,2.0,2.0,82.0
23908,476,3.0,71,69,63,1,2.0,3.0,1.0,2,4.0,1.0,3.0,2.0,2.0,67.66666666666667
23909,477,3.0,61,79,84,1,1.0,6.0,1.0,1,3.0,4.0,2.0,2.0,1.0,74.66666666666667
23910,480,2.0,50,50,60,1,2.0,3.0,1.0,1,3.0,2.0,3.0,2.0,2.0,53.333333333333336
23911,481,2.0,82,78,76,2,2.0,5.0,2.0,2,2.0,2.0,3.0,1.0,2.0,78.66666666666667
23912,482,6.0,71,74,76,2,2.0,5.0,2.0,2,3.0,2.0,3.0,2.0,2.0,73.66666666666667
23913,483,1.0,48,63,58,1,3.0,1.0,2.0,1,3.0,1.0,2.0,2.0,2.0,56.333333333333336
23914,485,1.0,78,86,80,2,2.0,6.0,2.0,2,2.0,3.0,3.0,2.0,2.0,81.33333333333333
23915,486,1.0,57,45,50,2,2.0,2.0,1.0,2,4.0,2.0,3.0,2.0,2.0,50.666666666666664
23916,487,1.0,77,80,76,2,3.0,2.0,2.0,1,5.0,2.0,3.0,2.0,1.0,77.66666666666667
23917,488,2.0,73,93,92,2,3.0,5.0,1.0,1,3.0,2.0,3.0,2.0,2.0,86.0
23918,489,4.0,63,57,57,2,3.0,2.0,1.0,2,4.0,4.0,3.0,2.0,2.0,59.0
23919,490,0.0,51,42,37,1,1.0,4.0,1.0,2,1.0,2.0,1.0,2.0,2.0,43.333333333333336
23920,491,1.0,58,57,55,1,3.0,3.0,2.0,2,5.0,2.0,3.0,2.0,1.0,56.666666666666664
23921,492,1.0,72,62,69,2,2.0,6.0,2.0,2,2.0,3.0,3.0,1.0,1.0,67.66666666666667
23922,493,1.0,84,86,81,2,2.0,3.0,2.0,2,2.0,2.0,3.0,2.0,1.0,83.66666666666667
23923,494,2.0,62,57,52,2,1.0,1.0,1.0,2,4.0,2.0,3.0,1.0,2.0,57.0
23924,495,3.0,82,85,86,2,2.0,2.0,1.0,1,4.0,1.0,2.0,1.0,2.0,84.33333333333333
23925,496,0.0,56,60,53,1,2.0,4.0,2.0,2,2.0,2.0,1.0,2.0,1.0,56.333333333333336
23926,497,1.0,55,64,63,2,3.0,3.0,1.0,1,3.0,3.0,2.0,1.0,1.0,60.666666666666664
23927,498,1.0,78,71,68,2,2.0,2.0,1.0,2,3.0,3.0,3.0,2.0,1.0,72.33333333333333
23928,499,2.0,72,64,64,2,2.0,3.0,1.0,2,3.0,1.0,1.0,1.0,2.0,66.66666666666667
23929,500,1.0,62,73,64,1,3.0,1.0,1.0,1,3.0,2.0,3.0,1.0,2.0,66.33333333333333
23930,501,1.0,48,50,54,2,1.0,2.0,1.0,1,2.0,2.0,3.0,1.0,1.0,50.666666666666664
23931,502,2.0,80,78,75,2,2.0,5.0,1.0,2,3.0,3.0,3.0,2.0,2.0,77.66666666666667
23932,503,3.0,33,12,15,1,2.0,1.0,1.0,2,3.0,3.0,1.0,1.0,1.0,20.0
23933,504,2.0,56,57,58,1,2.0,5.0,2.0,2,3.0,2.0,2.0,1.0,2.0,57.0
23934,505,1.0,67,60,58,1,3.0,1.0,1.0,2,4.0,2.0,3.0,2.0,2.0,61.666666666666664
23935,506,1.0,51,62,66,1,2.0,4.0,2.0,1,3.0,3.0,3.0,2.0,1.0,59.666666666666664
23936,507,2.0,68,73,76,2,3.0,3.0,1.0,1,4.0,2.0,2.0,1.0,1.0,72.33333333333333
23937,508,2.0,47,46,47,1,3.0,1.0,1.0,2,4.0,2.0,3.0,2.0,2.0,46.666666666666664
23938,509,1.0,57,45,44,2,3.0,1.0,1.0,2,2.0,2.0,2.0,2.0,1.0,48.666666666666664
23939,510,3.0,67,86,85,1,3.0,2.0,1.0,1,4.0,3.0,3.0,1.0,1.0,79.33333333333333
23940,511,1.0,98,100,97,2,2.0,5.0,2.0,2,4.0,3.0,3.0,1.0,1.0,98.33333333333333
23941,512,2.0,60,70,73,2,3.0,2.0,2.0,1,4.0,2.0,2.0,2.0,2.0,67.66666666666667
23942,513,2.0,62,72,67,2,1.0,1.0,2.0,1,3.0,3.0,3.0,2.0,2.0,67.0
23943,514,2.0,65,54,58,2,1.0,3.0,1.0,2,4.0,2.0,3.0,2.0,1.0,59.0
23944,515,2.0,85,83,83,2,2.0,3.0,1.0,1,5.0,3.0,2.0,2.0,2.0,83.66666666666667
23945,516,0.0,83,94,92,2,1.0,5.0,2.0,1,2.0,1.0,2.0,2.0,1.0,89.66666666666667
23946,517,3.0,47,54,45,1,1.0,3.0,1.0,2,3.0,2.0,3.0,2.0,1.0,48.666666666666664
23947,518,1.0,75,76,69,2,2.0,5.0,2.0,2,3.0,3.0,1.0,1.0,1.0,73.33333333333333
23948,519,2.0,77,77,76,2,2.0,5.0,1.0,1,3.0,2.0,3.0,1.0,2.0,76.66666666666667
23949,520,3.0,97,83,86,2,2.0,4.0,1.0,2,4.0,2.0,3.0,2.0,2.0,88.66666666666667
23950,521,3.0,45,56,54,1,3.0,5.0,1.0,1,3.0,3.0,2.0,2.0,1.0,51.666666666666664
23951,522,0.0,47,54,59,1,1.0,5.0,1.0,1,5.0,3.0,2.0,2.0,2.0,53.333333333333336
23952,523,0.0,91,96,92,2,1.0,2.0,1.0,1,3.0,1.0,3.0,2.0,2.0,93.0
23953,524,2.0,45,43,39,2,1.0,6.0,1.0,2,3.0,2.0,1.0,1.0,2.0,42.333333333333336
23954,525,0.0,83,79,81,1,1.0,6.0,1.0,2,2.0,3.0,2.0,2.0,1.0,81.0
23955,526,1.0,52,65,66,1,2.0,2.0,2.0,1,1.0,1.0,1.0,2.0,2.0,61.0
23956,527,1.0,58,60,64,2,2.0,2.0,1.0,1,4.0,1.0,3.0,2.0,1.0,60.666666666666664
23957,528,5.0,81,85,85,2,1.0,3.0,1.0,1,2.0,1.0,3.0,1.0,2.0,83.66666666666667
23958,529,3.0,76,75,73,2,2.0,1.0,1.0,1,3.0,1.0,2.0,2.0,1.0,74.66666666666667
23959,530,0.0,75,63,71,1,3.0,4.0,1.0,2,3.0,2.0,3.0,2.0,2.0,69.66666666666667
23960,531,2.0,80,100,95,2,3.0,3.0,1.0,1,4.0,2.0,3.0,1.0,1.0,91.66666666666667
23961,532,1.0,86,85,87,2,1.0,3.0,2.0,2,3.0,2.0,2.0,2.0,2.0,86.0
23962,533,2.0,66,80,77,2,3.0,5.0,1.0,1,3.0,3.0,3.0,2.0,2.0,74.33333333333333
23963,534,2.0,66,70,78,2,1.0,2.0,2.0,1,4.0,3.0,3.0,2.0,2.0,71.33333333333333
23964,536,2.0,71,63,59,1,3.0,2.0,2.0,2,2.0,2.0,3.0,2.0,2.0,64.33333333333333
23965,537,2.0,62,66,64,2,2.0,4.0,1.0,2,3.0,3.0,3.0,1.0,1.0,64.0
23966,538,3.0,75,62,62,2,1.0,5.0,2.0,2,1.0,2.0,2.0,1.0,2.0,66.33333333333333
23967,539,5.0,83,85,86,2,1.0,3.0,1.0,1,4.0,2.0,1.0,1.0,2.0,84.66666666666667
23968,540,0.0,71,64,67,1,2.0,3.0,2.0,2,4.0,2.0,2.0,2.0,2.0,67.33333333333333
23969,541,4.0,72,80,77,1,1.0,4.0,1.0,1,5.0,2.0,3.0,2.0,2.0,76.33333333333333
23970,542,1.0,76,74,63,2,2.0,5.0,1.0,2,3.0,3.0,3.0,1.0,1.0,71.0
23971,543,3.0,63,85,78,1,1.0,3.0,1.0,1,3.0,2.0,3.0,2.0,1.0,75.33333333333333
23972,544,4.0,88,100,100,2,2.0,3.0,2.0,1,4.0,3.0,3.0,1.0,2.0,96.0
23973,545,1.0,84,98,96,2,2.0,2.0,2.0,1,4.0,2.0,3.0,2.0,2.0,92.66666666666667
23974,547,3.0,40,40,37,1,2.0,3.0,1.0,2,4.0,2.0,2.0,1.0,2.0,39.0
23975,548,2.0,66,66,60,2,2.0,2.0,1.0,2,3.0,1.0,1.0,1.0,1.0,64.0
23976,549,1.0,64,73,78,2,2.0,3.0,2.0,1,3.0,3.0,1.0,2.0,1.0,71.66666666666667
23977,550,0.0,63,66,62,1,1.0,4.0,1.0,2,2.0,3.0,1.0,2.0,2.0,63.666666666666664
23978,551,2.0,51,45,50,1,1.0,3.0,1.0,2,4.0,3.0,2.0,2.0,1.0,48.666666666666664
23979,552,4.0,59,62,57,1,1.0,1.0,1.0,1,5.0,3.0,3.0,1.0,1.0,59.333333333333336
23980,553,1.0,77,81,75,2,3.0,1.0,2.0,2,1.0,2.0,1.0,2.0,1.0,77.66666666666667
23981,554,6.0,64,50,50,1,2.0,4.0,1.0,2,3.0,1.0,3.0,2.0,2.0,54.666666666666664
23982,555,1.0,55,62,60,2,3.0,2.0,1.0,1,4.0,3.0,2.0,1.0,1.0,59.0
23983,556,2.0,67,66,76,2,1.0,5.0,1.0,1,1.0,1.0,2.0,1.0,1.0,69.66666666666667
23984,557,3.0,36,48,54,1,2.0,3.0,2.0,1,3.0,3.0,2.0,1.0,1.0,46.0
23985,559,1.0,70,72,72,2,1.0,2.0,2.0,1,2.0,2.0,2.0,2.0,2.0,71.33333333333333
23986,560,2.0,70,75,76,2,2.0,2.0,1.0,1,4.0,2.0,2.0,2.0,2.0,73.66666666666667
23987,561,4.0,62,81,74,1,2.0,2.0,2.0,1,2.0,2.0,3.0,1.0,2.0,72.33333333333333
23988,562,0.0,77,58,55,2,2.0,1.0,1.0,2,5.0,2.0,2.0,2.0,1.0,63.333333333333336
23989,563,2.0,53,69,66,1,2.0,6.0,1.0,1,2.0,2.0,3.0,2.0,2.0,62.666666666666664
23990,565,2.0,73,65,69,2,1.0,4.0,1.0,2,4.0,2.0,3.0,1.0,2.0,69.0
23991,566,1.0,48,53,50,1,1.0,2.0,2.0,2,4.0,2.0,3.0,2.0,2.0,50.333333333333336
23992,567,3.0,44,58,57,1,2.0,3.0,1.0,1,2.0,1.0,1.0,1.0,1.0,53.0
23993,568,2.0,92,97,92,2,1.0,4.0,1.0,2,5.0,3.0,3.0,2.0,2.0,93.66666666666667
23994,569,1.0,77,78,81,2,2.0,3.0,1.0,1,2.0,2.0,3.0,2.0,2.0,78.66666666666667
23995,570,0.0,58,67,58,1,1.0,2.0,1.0,2,3.0,2.0,2.0,2.0,2.0,61.0
23996,571,0.0,51,57,47,1,3.0,3.0,1.0,2,2.0,2.0,3.0,2.0,2.0,51.666666666666664
23997,572,1.0,73,77,68,2,1.0,1.0,1.0,2,3.0,3.0,3.0,1.0,1.0,72.66666666666667
23998,573,2.0,78,76,70,2,2.0,3.0,1.0,2,2.0,2.0,2.0,2.0,2.0,74.66666666666667
23999,574,3.0,65,80,79,1,2.0,5.0,2.0,1,2.0,3.0,3.0,2.0,1.0,74.66666666666667
24000,575,3.0,58,57,59,2,2.0,4.0,1.0,2,4.0,2.0,3.0,2.0,2.0,58.0
24001,576,4.0,48,52,47,1,2.0,2.0,1.0,2,3.0,1.0,2.0,2.0,1.0,49.0
24002,577,1.0,75,79,77,2,2.0,3.0,1.0,2,2.0,2.0,3.0,2.0,1.0,77.0
24003,578,3.0,96,99,100,2,1.0,5.0,2.0,1,2.0,2.0,2.0,1.0,2.0,98.33333333333333
24004,579,1.0,75,78,65,2,2.0,5.0,1.0,2,2.0,2.0,3.0,2.0,1.0,72.66666666666667
24005,581,4.0,72,75,78,2,3.0,3.0,1.0,1,3.0,2.0,1.0,2.0,1.0,75.0
24006,582,5.0,60,74,74,2,2.0,3.0,1.0,1,4.0,2.0,3.0,1.0,2.0,69.33333333333333
24007,583,3.0,36,51,51,1,2.0,5.0,1.0,1,4.0,2.0,1.0,2.0,2.0,46.0
24008,584,2.0,67,71,64,2,2.0,1.0,1.0,2,2.0,2.0,1.0,2.0,2.0,67.33333333333333
24009,585,2.0,43,52,52,2,2.0,3.0,1.0,1,4.0,2.0,2.0,2.0,2.0,49.0
24010,586,2.0,55,74,66,2,2.0,3.0,1.0,1,3.0,1.0,3.0,1.0,2.0,65.0
24011,587,1.0,73,80,80,2,1.0,3.0,1.0,1,4.0,2.0,2.0,1.0,1.0,77.66666666666667
24012,588,1.0,67,68,68,2,2.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1.0,67.66666666666667
24013,589,0.0,65,76,71,2,2.0,3.0,1.0,1,1.0,1.0,1.0,2.0,2.0,70.66666666666667
24014,590,3.0,66,72,73,2,2.0,3.0,1.0,1,2.0,1.0,2.0,2.0,1.0,70.33333333333333
24015,591,7.0,49,53,48,1,1.0,4.0,1.0,2,3.0,2.0,2.0,2.0,1.0,50.0
24016,592,1.0,48,56,60,1,2.0,2.0,2.0,1,3.0,2.0,3.0,2.0,2.0,54.666666666666664
24017,593,5.0,75,90,86,2,1.0,6.0,1.0,1,2.0,2.0,2.0,2.0,2.0,83.66666666666667
24018,595,3.0,48,41,41,1,2.0,3.0,1.0,2,3.0,2.0,3.0,1.0,2.0,43.333333333333336
24019,597,1.0,52,52,50,2,2.0,3.0,2.0,2,2.0,2.0,3.0,2.0,2.0,51.333333333333336
24020,598,3.0,49,46,53,1,2.0,2.0,2.0,2,3.0,1.0,2.0,2.0,2.0,49.333333333333336
24021,599,2.0,47,51,45,1,1.0,2.0,1.0,2,4.0,3.0,2.0,2.0,1.0,47.666666666666664
24022,600,5.0,78,93,92,2,1.0,3.0,2.0,1,4.0,2.0,3.0,1.0,2.0,87.66666666666667
24023,601,4.0,100,94,97,2,2.0,6.0,1.0,2,5.0,2.0,3.0,1.0,1.0,97.0
24024,602,1.0,37,40,37,1,3.0,1.0,1.0,1,3.0,2.0,2.0,2.0,2.0,38.0
24025,603,2.0,48,58,60,1,2.0,2.0,1.0,1,3.0,2.0,3.0,2.0,2.0,55.333333333333336
24026,604,2.0,39,56,58,1,1.0,3.0,1.0,1,2.0,3.0,2.0,1.0,2.0,51.0
24027,605,2.0,68,80,74,1,2.0,2.0,2.0,1,2.0,1.0,3.0,2.0,2.0,74.0
24028,607,1.0,44,48,59,1,2.0,2.0,1.0,1,4.0,1.0,2.0,2.0,2.0,50.333333333333336
24029,608,2.0,65,81,73,2,1.0,1.0,1.0,1,1.0,3.0,3.0,2.0,1.0,73.0
24030,609,3.0,52,60,60,2,1.0,4.0,1.0,1,3.0,1.0,3.0,2.0,1.0,57.333333333333336
24031,610,1.0,41,43,46,2,3.0,1.0,1.0,2,4.0,2.0,3.0,2.0,1.0,43.333333333333336
24032,611,0.0,64,76,80,2,1.0,3.0,2.0,1,3.0,1.0,3.0,2.0,1.0,73.33333333333333
24033,612,2.0,57,75,72,1,2.0,1.0,2.0,1,4.0,1.0,3.0,1.0,2.0,68.0
24034,613,1.0,93,81,83,2,1.0,4.0,1.0,2,4.0,2.0,1.0,2.0,1.0,85.66666666666667
24035,614,3.0,75,66,66,2,1.0,3.0,2.0,2,5.0,2.0,3.0,2.0,1.0,69.0
24036,615,0.0,86,91,95,1,2.0,1.0,2.0,1,5.0,2.0,3.0,2.0,1.0,90.66666666666667
24037,616,4.0,61,61,60,1,2.0,2.0,1.0,2,3.0,2.0,2.0,1.0,2.0,60.666666666666664
24038,617,2.0,81,92,91,2,3.0,6.0,2.0,1,3.0,2.0,3.0,2.0,1.0,88.0
24039,618,1.0,58,72,70,1,2.0,1.0,1.0,1,4.0,3.0,2.0,1.0,2.0,66.66666666666667
24040,619,4.0,55,65,75,2,1.0,3.0,2.0,1,4.0,2.0,3.0,1.0,2.0,65.0
24041,620,2.0,31,45,44,1,2.0,5.0,2.0,1,3.0,2.0,3.0,1.0,2.0,40.0
24042,621,2.0,30,52,49,1,2.0,3.0,1.0,1,3.0,2.0,2.0,2.0,1.0,43.666666666666664
24043,622,3.0,78,76,74,2,1.0,3.0,1.0,2,3.0,2.0,3.0,2.0,2.0,76.0
24044,623,4.0,75,79,82,2,2.0,6.0,1.0,1,5.0,3.0,3.0,2.0,1.0,78.66666666666667
24045,624,2.0,80,91,99,2,2.0,4.0,2.0,1,3.0,3.0,3.0,2.0,2.0,90.0
24046,626,1.0,81,80,77,2,2.0,4.0,1.0,1,3.0,3.0,3.0,2.0,2.0,79.33333333333333
24047,627,1.0,45,58,57,1,2.0,1.0,1.0,1,3.0,2.0,3.0,2.0,1.0,53.333333333333336
24048,628,2.0,86,82,82,2,1.0,1.0,2.0,2,2.0,2.0,3.0,2.0,1.0,83.33333333333333
24049,629,5.0,53,70,65,1,2.0,3.0,1.0,1,3.0,2.0,3.0,2.0,2.0,62.666666666666664
24050,631,1.0,73,72,68,2,2.0,2.0,2.0,2,1.0,4.0,2.0,2.0,2.0,71.0
24051,632,1.0,79,72,74,2,1.0,3.0,2.0,2,2.0,3.0,3.0,2.0,2.0,75.0
24052,634,2.0,60,48,48,2,2.0,1.0,1.0,2,2.0,2.0,3.0,2.0,2.0,52.0
24053,635,5.0,63,61,56,2,2.0,1.0,2.0,2,2.0,1.0,2.0,2.0,1.0,60.0
24054,636,1.0,64,60,52,1,1.0,2.0,1.0,2,2.0,3.0,2.0,2.0,1.0,58.666666666666664
24055,637,2.0,38,34,34,1,2.0,1.0,1.0,2,3.0,3.0,2.0,1.0,2.0,35.333333333333336
24056,638,0.0,68,61,62,2,2.0,1.0,1.0,2,4.0,2.0,3.0,2.0,2.0,63.666666666666664
24057,639,4.0,79,81,86,2,1.0,3.0,2.0,1,3.0,2.0,3.0,2.0,2.0,82.0
24058,640,4.0,70,84,86,2,2.0,3.0,2.0,1,4.0,3.0,2.0,1.0,1.0,80.0
24059,641,6.0,45,36,39,2,2.0,1.0,1.0,2,4.0,1.0,3.0,2.0,1.0,40.0
24060,642,5.0,63,66,66,1,1.0,5.0,2.0,2,3.0,2.0,3.0,2.0,2.0,65.0
24061,644,2.0,70,53,56,1,3.0,6.0,1.0,2,3.0,2.0,2.0,1.0,1.0,59.666666666666664
24062,645,0.0,61,66,67,2,3.0,4.0,1.0,1,3.0,2.0,2.0,2.0,2.0,64.66666666666667
24063,646,3.0,72,70,65,2,2.0,3.0,1.0,2,3.0,2.0,2.0,2.0,1.0,69.0
24064,647,2.0,56,59,54,1,1.0,5.0,2.0,2,3.0,2.0,3.0,2.0,2.0,56.333333333333336
24065,648,1.0,45,51,56,2,2.0,5.0,2.0,2,3.0,2.0,2.0,1.0,1.0,50.666666666666664
24066,649,4.0,53,65,58,1,2.0,2.0,1.0,1,5.0,2.0,3.0,2.0,1.0,58.666666666666664
24067,650,1.0,69,63,58,2,1.0,2.0,1.0,2,3.0,2.0,2.0,2.0,2.0,63.333333333333336
24068,651,2.0,56,51,42,1,2.0,3.0,1.0,2,3.0,2.0,3.0,1.0,2.0,49.666666666666664
24069,652,1.0,47,40,40,1,2.0,1.0,1.0,2,4.0,3.0,3.0,2.0,1.0,42.333333333333336
24070,653,1.0,60,47,50,1,1.0,1.0,2.0,2,4.0,2.0,2.0,2.0,1.0,52.333333333333336
24071,654,4.0,86,79,65,2,2.0,2.0,1.0,2,2.0,1.0,2.0,1.0,2.0,76.66666666666667
24072,655,0.0,53,35,39,2,3.0,1.0,1.0,2,5.0,2.0,3.0,2.0,1.0,42.333333333333336
24073,656,2.0,53,49,40,2,1.0,2.0,1.0,2,2.0,1.0,3.0,1.0,2.0,47.333333333333336
24074,657,6.0,65,79,77,2,2.0,2.0,1.0,1,3.0,2.0,2.0,2.0,1.0,73.66666666666667
24075,658,2.0,70,65,69,2,3.0,4.0,1.0,2,4.0,3.0,3.0,2.0,2.0,68.0
24076,659,2.0,68,75,82,2,2.0,4.0,2.0,2,3.0,1.0,3.0,1.0,2.0,75.0
